Size,ID (mm),Cross Sect (mm)
M6.99X200,200.00ñ1.27,6.99ñ0.15
M6.99X208.92,208.92ñ1.27,6.99ñ0.15
M6.99X221.62,221.62ñ1.40,6.99ñ0.15
M6.99X234.32,234.32ñ1.40,6.99ñ0.15
M6.99X247,247.00ñ1.52,6.99ñ0.15
M6.99X259.7,259.70ñ1.52,6.99ñ0.15
M6.99X272.4,272.40ñ1.52,6.99ñ0.15
M6.99X285.1,285.10ñ1.52,6.99ñ0.15
M6.99X297.8,297.80ñ1.78,6.99ñ0.15
M6.99X310.5,310.50ñ1.78,6.99ñ0.15
M6.99X323.2,323.20ñ1.78,6.99ñ0.15
M6.99X335.9,335.90ñ1.78,6.99ñ0.15
M7X206,206.00ñ1.27,7.00ñ0.15
M7X212,212.00ñ1.27,7.00ñ0.15
M7X218,218.00ñ1.27,7.00ñ0.15
M7X224,224.00ñ1.40,7.00ñ0.15
M7X230,230.00ñ1.40,7.00ñ0.15
M7X236,236.00ñ1.40,7.00ñ0.15
M7X243,243.00ñ1.40,7.00ñ0.15
M7X250,250.00ñ1.52,7.00ñ0.15
M7X258,258.00ñ1.52,7.00ñ0.15
M7X265,265.00ñ1.52,7.00ñ0.15
M7X272,272.00ñ1.52,7.00ñ0.15
M7X280,280.00ñ1.52,7.00ñ0.15
M7X290,290.00ñ1.78,7.00ñ0.15
M7X300,300.00ñ1.78,7.00ñ0.15
M7X307,307.00ñ1.78,7.00ñ0.15
M7X315,315.00ñ1.78,7.00ñ0.15
M7X325,325.00ñ1.78,7.00ñ0.15
M7X335,335.00ñ1.78,7.00ñ0.15
M7X345,345.00ñ1.78,7.00ñ0.15
M7X355,355.00ñ2.03,7.00ñ0.15
M7X365,365.00ñ2.03,7.00ñ0.15
M7X375,375.00ñ2.03,7.00ñ0.15
M7X387,387.00ñ2.03,7.00ñ0.15
M7X400,400.00ñ2.03,7.00ñ0.15
M7X412,412.00ñ2.29,7.00ñ0.15
M7X425,425.00ñ2.29,7.00ñ0.15
M7X437,437.00ñ2.29,7.00ñ0.15
M7X450,450.00ñ2.29,7.00ñ0.15
M7X457.2,457.20ñ2.29,7.00ñ0.15
M7X462,462.00ñ2.29,7.00ñ0.15
M7X475,475.00ñ2.54,7.00ñ0.15
M7X487,487.00ñ2.54,7.00ñ0.15
M7X494.64,494.64ñ2.54,7.00ñ0.15
M7X500,500.00ñ2.54,7.00ñ0.15
M7X515,515.00ñ2.54,7.00ñ0.15
M7X530,530.00ñ2.54,7.00ñ0.15
M7X545,545.00ñ2.54,7.00ñ0.15
M7X545.47,545.47ñ2.54,7.00ñ0.15
M7X560,560.00ñ2.54,7.00ñ0.15
M7X580,580.00ñ3.05,7.00ñ0.15
M7X596.27,596.27ñ3.05,7.00ñ0.15
M7X600,600.00ñ3.05,7.00ñ0.15
M7X615,615.00ñ3.05,7.00ñ0.15
M7X630,630.00ñ3.05,7.00ñ0.15
M7X647.07,647.07ñ3.05,7.00ñ0.15
M7X650,650.00ñ3.05,7.00ñ0.15
M7X670,670.00ñ3.05,7.00ñ0.15
M8.4X144.1,144.10ñ1.02,8.40ñ0.18
M8.4X149.1,149.10ñ1.02,8.40ñ0.18
M8.4X149.5,149.50ñ1.02,8.40ñ0.18
M8.4X154.1,154.10ñ1.02,8.40ñ0.18
M8.4X154.5,154.50ñ1.02,8.40ñ0.18
M8.4X159.1,159.10ñ1.02,8.40ñ0.18
M8.4X159.5,159.50ñ1.02,8.40ñ0.18
M8.4X164.1,164.10ñ1.02,8.40ñ0.18
M8.4X164.5,164.50ñ1.02,8.40ñ0.18
M8.4X169.1,169.10ñ1.14,8.40ñ0.18
M8.4X169.5,169.50ñ1.14,8.40ñ0.18
M8.4X174.1,174.10ñ1.14,8.40ñ0.18
M8.4X174.5,174.50ñ1.14,8.40ñ0.18
M8.4X179.1,179.10ñ1.14,8.40ñ0.18
M8.4X179.5,179.50ñ1.14,8.40ñ0.18
M8.4X184.1,184.10ñ1.14,8.40ñ0.18
M8.4X184.5,184.50ñ1.14,8.40ñ0.18
M8.4X189.1,189.10ñ1.14,8.40ñ0.18
M8.4X189.5,189.50ñ1.14,8.40ñ0.18
M8.4X194.1,194.10ñ1.27,8.40ñ0.18
M8.4X194.5,194.50ñ1.27,8.40ñ0.18
M8.4X199.1,199.10ñ1.27,8.40ñ0.18
M8.4X199.5,199.50ñ1.27,8.40ñ0.18
M8.4X204.1,204.10ñ1.27,8.40ñ0.18
M8.4X204.5,204.50ñ1.27,8.40ñ0.18
M8.4X208.5,208.50ñ1.27,8.40ñ0.18
M8.4X209.1,209.10ñ1.27,8.40ñ0.18
M8.4X209.5,209.50ñ1.27,8.40ñ0.18
M8.4X214.5,214.50ñ1.27,8.40ñ0.18
M8.4X219.1,219.10ñ1.40,8.40ñ0.18
M8.4X219.5,219.50ñ1.40,8.40ñ0.18
M8.4X224.5,224.50ñ1.40,8.40ñ0.18
M8.4X229.1,229.10ñ1.40,8.40ñ0.18
M8.4X229.5,229.50ñ1.40,8.40ñ0.18
M8.4X234.1,234.10ñ1.40,8.40ñ0.18
M8.4X234.5,234.50ñ1.40,8.40ñ0.18
M8.4X239.1,239.10ñ1.40,8.40ñ0.18
M8.4X239.5,239.50ñ1.40,8.40ñ0.18
M8.4X244.5,244.50ñ1.40,8.40ñ0.18
M8.4X249.1,249.10ñ1.52,8.40ñ0.18
M8.4X249.5,249.50ñ1.52,8.40ñ0.18
M8.4X254.5,254.50ñ1.52,8.40ñ0.18
M8.4X259.5,259.50ñ1.52,8.40ñ0.18
M8.4X264.5,264.50ñ1.52,8.40ñ0.18
M8.4X269.5,269.50ñ1.52,8.40ñ0.18
M8.4X274.5,274.50ñ1.52,8.40ñ0.18
M8.4X279.5,279.50ñ1.52,8.40ñ0.18
M8.4X284.5,284.50ñ1.52,8.40ñ0.18
M8.4X289.5,289.50ñ1.52,8.40ñ0.18
M8.4X294.5,294.50ñ1.78,8.40ñ0.18
M8.4X299.5,299.50ñ1.78,8.40ñ0.18
M8.4X314.5,314.50ñ1.78,8.40ñ0.18
M8.4X319.5,319.50ñ1.78,8.40ñ0.18
M8.4X334.5,334.50ñ1.78,8.40ñ0.18
M8.4X339.5,339.50ñ1.78,8.40ñ0.18
M8.4X354.5,354.50ñ2.03,8.40ñ0.18
M8.4X359.5,359.50ñ2.03,8.40ñ0.18
M8.4X374.5,374.50ñ2.03,8.40ñ0.18
M8.4X384.5,384.50ñ2.03,8.40ñ0.18
M8.4X399.5,399.50ñ2.03,8.40ñ0.18
